"2020-05-01","4ec3776","torikatsu","企業ロゴ修正"
 2 files changed, 18 insertions(+), 41 deletions(-)

"2020-05-01","6a2dd4c","yuyaamano","全てのページでtopへ戻るように修正"
 4 files changed, 3 insertions(+), 9 deletions(-)

"2020-05-01","5681c9a","yuyaamano","ToPageTopButtonの挙動修正"
 2 files changed, 14 insertions(+), 9 deletions(-)

"2020-05-01","8333230","yuyaamano","animatnionプリﾌｪｯｸｽ追加"
 3 files changed, 9 insertions(+)

"2020-05-01","0e1e430","yuyaamano","svg box-shadow修正"
 1 file changed, 1 insertion(+), 1 deletion(-)

"2020-05-01","849986e","yuyaamano","ハンバーガメニュー開閉不具合修正"
 1 file changed, 9 insertions(+), 2 deletions(-)

"2020-05-01","dacb0d1","yuyaamano","変更"
 6 files changed, 63 insertions(+), 31 deletions(-)

"2020-05-01","44c1784","torikatsu","白線の幅修正"
 1 file changed, 6 insertions(+), 2 deletions(-)

"2020-05-01","1a95e0f","torikatsu","並び替えのバグ修正"
 1 file changed, 4 insertions(+), 5 deletions(-)

"2020-05-01","243af91","torikatsu","フッター修正とバインディング修正"
 3 files changed, 25 insertions(+), 8 deletions(-)

"2020-05-01","67fffba","torikatsu","企業カード修正"
 2 files changed, 122 insertions(+), 10 deletions(-)

"2020-05-01","bbd06b1","Yuki Yamamoto","imgタグのセンタリングと文字fonnsizeについて"
 1 file changed, 17 insertions(+), 1 deletion(-)

"2020-05-01","4ad2d0d","Yuki Yamamoto","Snsボタンのセンタリング修正"
 1 file changed, 11 insertions(+), 3 deletions(-)

"2020-05-01","367ac72","torikatsu","カラーコード修正"
 1 file changed, 1 insertion(+), 1 deletion(-)

"2020-05-01","054933c","torikatsu","プリレンダリングの設定"
 3 files changed, 297 insertions(+), 350 deletions(-)

"2020-05-01","1f5ba40","torikatsu","wordpressの修正"
 2 files changed, 40 insertions(+), 32 deletions(-)

"2020-05-01","4700e56","torikatsu","vuexで管理してるデータのバインディング"
 4 files changed, 45 insertions(+), 12 deletions(-)

"2020-05-01","b59b299","Yuki Yamamoto","about.vueのインデントを揃える"
 2 files changed, 13 insertions(+), 6 deletions(-)

"2020-05-01","012a025","torikatsu","フィルターラベル修正"
 2 files changed, 37 insertions(+), 9 deletions(-)

"2020-05-01","7161135","Yuki Yamamoto","トップページのabout周りの余白変更"
 2 files changed, 36 insertions(+), 16 deletions(-)

"2020-05-01","d9420a1","torikatsu","もっと読み込むボタンの修正"
 2 files changed, 19 insertions(+), 4 deletions(-)

"2020-04-30","1f16357","torikatsu","黄色の変更"
 8 files changed, 12 insertions(+), 12 deletions(-)

"2020-04-30","7338f14","torikatsu","カラーピッカーの修正"
 4 files changed, 66 insertions(+), 25 deletions(-)

"2020-04-30","53d97c6","torikatsu","色変更機能追加"
 16 files changed, 76 insertions(+), 41 deletions(-)

"2020-04-30","54c5a30","torikatsu","detail修正"
 3 files changed, 9 insertions(+), 4 deletions(-)

"2020-04-30","94fc6f6","torikatsu","デプロイ設定"
 2 files changed, 6 insertions(+), 13 deletions(-)

"2020-04-30","3f70d5b","torikatsu","テスト修正"
 2 files changed, 64 deletions(-)

"2020-04-30","6fa9c8a","torikatsu","タイトル修正"
 2 files changed, 9 insertions(+), 3 deletions(-)

"2020-04-30","a3ba0d3","torikatsu","タイトル仮置き"
 4 files changed, 14 insertions(+), 301 deletions(-)

"2020-04-30","bdb6239","yuyaamano","スマホ版サイドメニュー定位置固定"
 2 files changed, 5 insertions(+), 4 deletions(-)

"2020-04-30","09d08b5","yuyaamano","ホバー時の大きさ修正"
 1 file changed, 1 insertion(+), 1 deletion(-)

"2020-04-30","dc661ec","yuyaamano","スマホ版でのデザイン修正"
 1 file changed, 38 insertions(+), 23 deletions(-)

"2020-04-30","d0ee568","Yuki Yamamoto","footernavの文字変更"
 1 file changed, 1 insertion(+), 1 deletion(-)

"2020-04-30","c9480b0","Yuki Yamamoto","ハンバーガーメニューの順序入れ替え"
 1 file changed, 1 insertion(+), 1 deletion(-)

"2020-04-30","38f6f97","Yuki Yamamoto","toppageのアンカーのid設定"
 1 file changed, 4 insertions(+), 4 deletions(-)

"2020-04-30","d779a69","Yuki Yamamoto","footerのスクロール修正"
 1 file changed, 1 insertion(+), 1 deletion(-)

